00000000) perceptual - 135.45325; gen_gan - 0.35222; feature_matching - 3.50610; equivariance_value - 0.38566; equivariance_jacobian - 0.71901; kp_distance - 4.03942; disc_gan - 0.46968
00000299) perceptual - 76.17673; gen_gan - 0.39363; feature_matching - 2.38578; equivariance_value - 0.19830; equivariance_jacobian - 0.38787; kp_distance - 1.23261; disc_gan - 0.40519
00000299) perceptual - 76.93610; gen_gan - 0.39005; feature_matching - 2.40171; equivariance_value - 0.20009; equivariance_jacobian - 0.38862; kp_distance - 1.22792; disc_gan - 0.40232
00000299) perceptual - 76.90945; gen_gan - 0.39035; feature_matching - 2.39976; equivariance_value - 0.20175; equivariance_jacobian - 0.39143; kp_distance - 1.23661; disc_gan - 0.40472
00000299) perceptual - 77.05633; gen_gan - 0.39159; feature_matching - 2.40321; equivariance_value - 0.20085; equivariance_jacobian - 0.38758; kp_distance - 1.23305; disc_gan - 0.40235
00000299) perceptual - 76.32985; gen_gan - 0.41900; feature_matching - 2.85539; equivariance_value - 0.20350; equivariance_jacobian - 0.38877; kp_distance - 1.21823; disc_gan - 0.38627
00000299) perceptual - 75.88990; gen_gan - 0.41488; feature_matching - 2.84855; equivariance_value - 0.20391; equivariance_jacobian - 0.38782; kp_distance - 1.22110; disc_gan - 0.38580
00000299) perceptual - 76.15300; gen_gan - 0.41206; feature_matching - 2.85135; equivariance_value - 0.20723; equivariance_jacobian - 0.39100; kp_distance - 1.22804; disc_gan - 0.38580
00000299) perceptual - 76.47594; gen_gan - 0.41964; feature_matching - 2.85826; equivariance_value - 0.20428; equivariance_jacobian - 0.39019; kp_distance - 1.22640; disc_gan - 0.38576
00000300) perceptual - 76.27418; gen_gan - 0.46110; feature_matching - 3.43674; equivariance_value - 0.19893; equivariance_jacobian - 0.38497; kp_distance - 1.22529; disc_gan - 0.35828
00000300) perceptual - 76.59045; gen_gan - 0.46502; feature_matching - 3.44670; equivariance_value - 0.19957; equivariance_jacobian - 0.38506; kp_distance - 1.21651; disc_gan - 0.35562
00000300) perceptual - 75.93661; gen_gan - 0.46336; feature_matching - 3.43747; equivariance_value - 0.19975; equivariance_jacobian - 0.38716; kp_distance - 1.20951; disc_gan - 0.35588
00000300) perceptual - 76.37517; gen_gan - 0.46118; feature_matching - 3.44220; equivariance_value - 0.20036; equivariance_jacobian - 0.38598; kp_distance - 1.22513; disc_gan - 0.35573
00000301) perceptual - 76.61247; gen_gan - 0.54543; feature_matching - 4.04222; equivariance_value - 0.19808; equivariance_jacobian - 0.38410; kp_distance - 1.24407; disc_gan - 0.30281
00000301) perceptual - 76.62795; gen_gan - 0.54675; feature_matching - 4.04479; equivariance_value - 0.19963; equivariance_jacobian - 0.38731; kp_distance - 1.24616; disc_gan - 0.30358
00000301) perceptual - 76.67273; gen_gan - 0.54397; feature_matching - 4.04116; equivariance_value - 0.19748; equivariance_jacobian - 0.38724; kp_distance - 1.24941; disc_gan - 0.30225
00000301) perceptual - 75.98743; gen_gan - 0.54662; feature_matching - 4.03227; equivariance_value - 0.19904; equivariance_jacobian - 0.38653; kp_distance - 1.23810; disc_gan - 0.30164
00000302) perceptual - 75.46199; gen_gan - 0.55632; feature_matching - 3.98685; equivariance_value - 0.19964; equivariance_jacobian - 0.38532; kp_distance - 1.25870; disc_gan - 0.32137
00000302) perceptual - 76.31751; gen_gan - 0.55830; feature_matching - 4.00611; equivariance_value - 0.19810; equivariance_jacobian - 0.38403; kp_distance - 1.25515; disc_gan - 0.32181
00000302) perceptual - 76.41879; gen_gan - 0.55972; feature_matching - 4.00849; equivariance_value - 0.19980; equivariance_jacobian - 0.38694; kp_distance - 1.25911; disc_gan - 0.32095
00000302) perceptual - 76.80186; gen_gan - 0.55878; feature_matching - 4.00351; equivariance_value - 0.19601; equivariance_jacobian - 0.38175; kp_distance - 1.25874; disc_gan - 0.31986
00000303) perceptual - 76.10439; gen_gan - 0.61374; feature_matching - 4.34087; equivariance_value - 0.20264; equivariance_jacobian - 0.38565; kp_distance - 1.23233; disc_gan - 0.28483
00000303) perceptual - 76.83753; gen_gan - 0.62068; feature_matching - 4.36314; equivariance_value - 0.20450; equivariance_jacobian - 0.38541; kp_distance - 1.23510; disc_gan - 0.28656
00000303) perceptual - 75.86142; gen_gan - 0.61558; feature_matching - 4.34311; equivariance_value - 0.20272; equivariance_jacobian - 0.38572; kp_distance - 1.23378; disc_gan - 0.28519
00000303) perceptual - 76.67824; gen_gan - 0.61538; feature_matching - 4.35799; equivariance_value - 0.20323; equivariance_jacobian - 0.38427; kp_distance - 1.24882; disc_gan - 0.28611
00000304) perceptual - 76.43340; gen_gan - 0.60680; feature_matching - 4.34831; equivariance_value - 0.20952; equivariance_jacobian - 0.38843; kp_distance - 1.20522; disc_gan - 0.25184
00000304) perceptual - 76.25397; gen_gan - 0.60387; feature_matching - 4.35472; equivariance_value - 0.20690; equivariance_jacobian - 0.38624; kp_distance - 1.20706; disc_gan - 0.25295
00000304) perceptual - 76.77341; gen_gan - 0.60907; feature_matching - 4.35942; equivariance_value - 0.20448; equivariance_jacobian - 0.38441; kp_distance - 1.21367; disc_gan - 0.25176
00000304) perceptual - 76.51114; gen_gan - 0.60401; feature_matching - 4.35680; equivariance_value - 0.20377; equivariance_jacobian - 0.38216; kp_distance - 1.20863; disc_gan - 0.25253
00000305) perceptual - 76.83090; gen_gan - 0.67912; feature_matching - 4.72377; equivariance_value - 0.20187; equivariance_jacobian - 0.38332; kp_distance - 1.20578; disc_gan - 0.20730
00000305) perceptual - 76.55687; gen_gan - 0.67926; feature_matching - 4.72217; equivariance_value - 0.19918; equivariance_jacobian - 0.37959; kp_distance - 1.21526; disc_gan - 0.20860
00000305) perceptual - 76.60223; gen_gan - 0.68453; feature_matching - 4.73280; equivariance_value - 0.19837; equivariance_jacobian - 0.38005; kp_distance - 1.21423; disc_gan - 0.20810
00000305) perceptual - 76.15619; gen_gan - 0.67785; feature_matching - 4.71782; equivariance_value - 0.19952; equivariance_jacobian - 0.38204; kp_distance - 1.19998; disc_gan - 0.20803
00000306) perceptual - 76.61555; gen_gan - 0.69189; feature_matching - 4.76590; equivariance_value - 0.20251; equivariance_jacobian - 0.38831; kp_distance - 1.24053; disc_gan - 0.19995
00000306) perceptual - 76.25215; gen_gan - 0.69131; feature_matching - 4.76281; equivariance_value - 0.19704; equivariance_jacobian - 0.38233; kp_distance - 1.23960; disc_gan - 0.19817
00000306) perceptual - 76.78159; gen_gan - 0.69698; feature_matching - 4.77401; equivariance_value - 0.20007; equivariance_jacobian - 0.38526; kp_distance - 1.24388; disc_gan - 0.20141
00000306) perceptual - 75.84853; gen_gan - 0.69088; feature_matching - 4.74044; equivariance_value - 0.19876; equivariance_jacobian - 0.38420; kp_distance - 1.24413; disc_gan - 0.20458
00000307) perceptual - 76.39989; gen_gan - 0.67372; feature_matching - 4.43136; equivariance_value - 0.20195; equivariance_jacobian - 0.38484; kp_distance - 1.22703; disc_gan - 0.28867
00000307) perceptual - 76.19064; gen_gan - 0.67405; feature_matching - 4.42839; equivariance_value - 0.20346; equivariance_jacobian - 0.38724; kp_distance - 1.22171; disc_gan - 0.28984
00000307) perceptual - 76.40536; gen_gan - 0.67630; feature_matching - 4.43954; equivariance_value - 0.20229; equivariance_jacobian - 0.38428; kp_distance - 1.23590; disc_gan - 0.28730
00000307) perceptual - 76.71922; gen_gan - 0.67351; feature_matching - 4.43324; equivariance_value - 0.20007; equivariance_jacobian - 0.38437; kp_distance - 1.23122; disc_gan - 0.28731
00000308) perceptual - 76.73893; gen_gan - 0.36949; feature_matching - 2.49580; equivariance_value - 0.19921; equivariance_jacobian - 0.38264; kp_distance - 1.28920; disc_gan - 0.42308
00000308) perceptual - 75.77287; gen_gan - 0.37063; feature_matching - 2.47897; equivariance_value - 0.20072; equivariance_jacobian - 0.38460; kp_distance - 1.26389; disc_gan - 0.42499
00000308) perceptual - 76.36807; gen_gan - 0.37072; feature_matching - 2.48785; equivariance_value - 0.19649; equivariance_jacobian - 0.38195; kp_distance - 1.27248; disc_gan - 0.42423
00000308) perceptual - 75.93600; gen_gan - 0.37105; feature_matching - 2.47859; equivariance_value - 0.19688; equivariance_jacobian - 0.38128; kp_distance - 1.27414; disc_gan - 0.42426
00000309) perceptual - 75.93668; gen_gan - 0.60115; feature_matching - 4.28988; equivariance_value - 0.19865; equivariance_jacobian - 0.38399; kp_distance - 1.24390; disc_gan - 0.26654
00000309) perceptual - 76.43890; gen_gan - 0.60583; feature_matching - 4.30793; equivariance_value - 0.19703; equivariance_jacobian - 0.38178; kp_distance - 1.23734; disc_gan - 0.26560
00000309) perceptual - 76.40756; gen_gan - 0.60385; feature_matching - 4.29682; equivariance_value - 0.19858; equivariance_jacobian - 0.38243; kp_distance - 1.23696; disc_gan - 0.26410
00000309) perceptual - 76.21626; gen_gan - 0.60989; feature_matching - 4.30285; equivariance_value - 0.19890; equivariance_jacobian - 0.38577; kp_distance - 1.24685; disc_gan - 0.26492
00000310) perceptual - 75.99636; gen_gan - 0.69596; feature_matching - 4.75178; equivariance_value - 0.20028; equivariance_jacobian - 0.38295; kp_distance - 1.24396; disc_gan - 0.19352
00000310) perceptual - 76.02174; gen_gan - 0.69625; feature_matching - 4.75499; equivariance_value - 0.19923; equivariance_jacobian - 0.38355; kp_distance - 1.24285; disc_gan - 0.19568
00000310) perceptual - 76.15073; gen_gan - 0.69286; feature_matching - 4.74603; equivariance_value - 0.20058; equivariance_jacobian - 0.38372; kp_distance - 1.24755; disc_gan - 0.19440
00000310) perceptual - 76.05570; gen_gan - 0.69477; feature_matching - 4.74867; equivariance_value - 0.19951; equivariance_jacobian - 0.38242; kp_distance - 1.24463; disc_gan - 0.19297
00000311) perceptual - 76.47206; gen_gan - 0.68422; feature_matching - 4.48334; equivariance_value - 0.19668; equivariance_jacobian - 0.38075; kp_distance - 1.28606; disc_gan - 0.30431
00000311) perceptual - 76.95952; gen_gan - 0.69535; feature_matching - 4.49831; equivariance_value - 0.19665; equivariance_jacobian - 0.38317; kp_distance - 1.29031; disc_gan - 0.30369
00000311) perceptual - 76.52059; gen_gan - 0.68784; feature_matching - 4.48386; equivariance_value - 0.19832; equivariance_jacobian - 0.38374; kp_distance - 1.28281; disc_gan - 0.30197
00000311) perceptual - 76.19338; gen_gan - 0.68603; feature_matching - 4.48055; equivariance_value - 0.19427; equivariance_jacobian - 0.37863; kp_distance - 1.29111; disc_gan - 0.30613
00000312) perceptual - 75.45599; gen_gan - 0.34112; feature_matching - 2.16206; equivariance_value - 0.19685; equivariance_jacobian - 0.38069; kp_distance - 1.26882; disc_gan - 0.44313
00000312) perceptual - 75.45259; gen_gan - 0.34269; feature_matching - 2.15928; equivariance_value - 0.19699; equivariance_jacobian - 0.38013; kp_distance - 1.27005; disc_gan - 0.44333
00000312) perceptual - 75.26932; gen_gan - 0.34047; feature_matching - 2.15697; equivariance_value - 0.19547; equivariance_jacobian - 0.38118; kp_distance - 1.26659; disc_gan - 0.44501
00000312) perceptual - 75.48260; gen_gan - 0.34205; feature_matching - 2.15975; equivariance_value - 0.19634; equivariance_jacobian - 0.38051; kp_distance - 1.26827; disc_gan - 0.44390
00000313) perceptual - 75.85308; gen_gan - 0.46973; feature_matching - 3.25684; equivariance_value - 0.19245; equivariance_jacobian - 0.37676; kp_distance - 1.29354; disc_gan - 0.35317
00000313) perceptual - 76.48633; gen_gan - 0.46995; feature_matching - 3.27106; equivariance_value - 0.19657; equivariance_jacobian - 0.37970; kp_distance - 1.29570; disc_gan - 0.35276
00000313) perceptual - 76.39675; gen_gan - 0.46914; feature_matching - 3.26419; equivariance_value - 0.19714; equivariance_jacobian - 0.38196; kp_distance - 1.28985; disc_gan - 0.35443
00000313) perceptual - 75.67345; gen_gan - 0.46571; feature_matching - 3.24482; equivariance_value - 0.19685; equivariance_jacobian - 0.38127; kp_distance - 1.29832; disc_gan - 0.35299
00000314) perceptual - 75.81267; gen_gan - 0.68380; feature_matching - 4.70937; equivariance_value - 0.19626; equivariance_jacobian - 0.38293; kp_distance - 1.28392; disc_gan - 0.19688
00000314) perceptual - 76.35552; gen_gan - 0.68665; feature_matching - 4.71678; equivariance_value - 0.19395; equivariance_jacobian - 0.38010; kp_distance - 1.28763; disc_gan - 0.19536
00000314) perceptual - 76.59235; gen_gan - 0.69469; feature_matching - 4.72571; equivariance_value - 0.19509; equivariance_jacobian - 0.38230; kp_distance - 1.27841; disc_gan - 0.19392
00000314) perceptual - 76.22248; gen_gan - 0.68944; feature_matching - 4.71251; equivariance_value - 0.19632; equivariance_jacobian - 0.38253; kp_distance - 1.27129; disc_gan - 0.19652
00000315) perceptual - 76.06750; gen_gan - 0.70043; feature_matching - 4.79482; equivariance_value - 0.19681; equivariance_jacobian - 0.38192; kp_distance - 1.27630; disc_gan - 0.18750
00000315) perceptual - 76.23624; gen_gan - 0.70080; feature_matching - 4.80709; equivariance_value - 0.19538; equivariance_jacobian - 0.37961; kp_distance - 1.27041; disc_gan - 0.19034
00000315) perceptual - 75.98666; gen_gan - 0.70213; feature_matching - 4.79261; equivariance_value - 0.19748; equivariance_jacobian - 0.38142; kp_distance - 1.27420; disc_gan - 0.18972
00000315) perceptual - 75.61108; gen_gan - 0.69647; feature_matching - 4.78061; equivariance_value - 0.19761; equivariance_jacobian - 0.38278; kp_distance - 1.27286; disc_gan - 0.19292
00000316) perceptual - 76.54958; gen_gan - 0.70161; feature_matching - 4.83800; equivariance_value - 0.20698; equivariance_jacobian - 0.38809; kp_distance - 1.24891; disc_gan - 0.18705
00000316) perceptual - 76.48225; gen_gan - 0.70338; feature_matching - 4.83610; equivariance_value - 0.20755; equivariance_jacobian - 0.38720; kp_distance - 1.24317; disc_gan - 0.19032
00000316) perceptual - 75.67912; gen_gan - 0.70508; feature_matching - 4.81567; equivariance_value - 0.20474; equivariance_jacobian - 0.38792; kp_distance - 1.23717; disc_gan - 0.18856
00000316) perceptual - 76.65129; gen_gan - 0.70246; feature_matching - 4.82662; equivariance_value - 0.20650; equivariance_jacobian - 0.38757; kp_distance - 1.24872; disc_gan - 0.18800
00000317) perceptual - 76.05489; gen_gan - 0.45981; feature_matching - 3.25982; equivariance_value - 0.20242; equivariance_jacobian - 0.38174; kp_distance - 1.21804; disc_gan - 0.42796
00000317) perceptual - 76.30682; gen_gan - 0.45455; feature_matching - 3.27320; equivariance_value - 0.20620; equivariance_jacobian - 0.38392; kp_distance - 1.20765; disc_gan - 0.42383
00000317) perceptual - 75.41810; gen_gan - 0.45957; feature_matching - 3.24929; equivariance_value - 0.20526; equivariance_jacobian - 0.38451; kp_distance - 1.20122; disc_gan - 0.42862
00000317) perceptual - 76.49382; gen_gan - 0.45547; feature_matching - 3.27417; equivariance_value - 0.20406; equivariance_jacobian - 0.38228; kp_distance - 1.21505; disc_gan - 0.42427
00000318) perceptual - 76.30644; gen_gan - 0.64636; feature_matching - 4.63515; equivariance_value - 0.19764; equivariance_jacobian - 0.37997; kp_distance - 1.26372; disc_gan - 0.22208
00000318) perceptual - 76.16568; gen_gan - 0.64053; feature_matching - 4.62720; equivariance_value - 0.19988; equivariance_jacobian - 0.38331; kp_distance - 1.26450; disc_gan - 0.22345
00000318) perceptual - 76.31654; gen_gan - 0.64496; feature_matching - 4.62954; equivariance_value - 0.19797; equivariance_jacobian - 0.38236; kp_distance - 1.25848; disc_gan - 0.22163
00000318) perceptual - 76.01577; gen_gan - 0.64518; feature_matching - 4.62842; equivariance_value - 0.19887; equivariance_jacobian - 0.38102; kp_distance - 1.27475; disc_gan - 0.21909
00000319) perceptual - 76.31144; gen_gan - 0.70016; feature_matching - 4.81908; equivariance_value - 0.19925; equivariance_jacobian - 0.38114; kp_distance - 1.23122; disc_gan - 0.18838
00000319) perceptual - 76.23566; gen_gan - 0.69651; feature_matching - 4.81658; equivariance_value - 0.19873; equivariance_jacobian - 0.38038; kp_distance - 1.22550; disc_gan - 0.18732
00000319) perceptual - 76.67047; gen_gan - 0.69251; feature_matching - 4.81962; equivariance_value - 0.20043; equivariance_jacobian - 0.38264; kp_distance - 1.22774; disc_gan - 0.19098
00000319) perceptual - 76.45966; gen_gan - 0.69526; feature_matching - 4.82379; equivariance_value - 0.19986; equivariance_jacobian - 0.38293; kp_distance - 1.22950; disc_gan - 0.18999
00000320) perceptual - 76.27686; gen_gan - 0.70003; feature_matching - 4.84027; equivariance_value - 0.19340; equivariance_jacobian - 0.37962; kp_distance - 1.24199; disc_gan - 0.18860
00000320) perceptual - 76.09055; gen_gan - 0.70190; feature_matching - 4.84762; equivariance_value - 0.19442; equivariance_jacobian - 0.38118; kp_distance - 1.24055; disc_gan - 0.18649
00000320) perceptual - 75.83355; gen_gan - 0.69888; feature_matching - 4.83991; equivariance_value - 0.19323; equivariance_jacobian - 0.37770; kp_distance - 1.24017; disc_gan - 0.18892
00000320) perceptual - 76.38770; gen_gan - 0.71128; feature_matching - 4.85972; equivariance_value - 0.19626; equivariance_jacobian - 0.38132; kp_distance - 1.24168; disc_gan - 0.18983
00000321) perceptual - 76.50880; gen_gan - 0.70598; feature_matching - 4.86403; equivariance_value - 0.19758; equivariance_jacobian - 0.38203; kp_distance - 1.28570; disc_gan - 0.19013
00000321) perceptual - 76.17379; gen_gan - 0.69897; feature_matching - 4.85035; equivariance_value - 0.19714; equivariance_jacobian - 0.38249; kp_distance - 1.28702; disc_gan - 0.19031
00000321) perceptual - 76.02633; gen_gan - 0.70274; feature_matching - 4.84392; equivariance_value - 0.19795; equivariance_jacobian - 0.38283; kp_distance - 1.27523; disc_gan - 0.18828
00000321) perceptual - 75.93926; gen_gan - 0.70152; feature_matching - 4.83877; equivariance_value - 0.19669; equivariance_jacobian - 0.38049; kp_distance - 1.28145; disc_gan - 0.18986
00000322) perceptual - 76.62090; gen_gan - 0.42630; feature_matching - 2.45998; equivariance_value - 0.20009; equivariance_jacobian - 0.38210; kp_distance - 1.24478; disc_gan - 0.46775
00000322) perceptual - 76.61826; gen_gan - 0.42666; feature_matching - 2.45913; equivariance_value - 0.20047; equivariance_jacobian - 0.38272; kp_distance - 1.23464; disc_gan - 0.47018
00000322) perceptual - 76.00364; gen_gan - 0.42788; feature_matching - 2.44638; equivariance_value - 0.20086; equivariance_jacobian - 0.38052; kp_distance - 1.23372; disc_gan - 0.47202
00000322) perceptual - 76.27774; gen_gan - 0.42872; feature_matching - 2.44791; equivariance_value - 0.19979; equivariance_jacobian - 0.38290; kp_distance - 1.24203; disc_gan - 0.46975
00000323) perceptual - 75.60640; gen_gan - 0.46358; feature_matching - 3.20240; equivariance_value - 0.19549; equivariance_jacobian - 0.37837; kp_distance - 1.24147; disc_gan - 0.35435
00000323) perceptual - 75.89360; gen_gan - 0.45904; feature_matching - 3.19869; equivariance_value - 0.19431; equivariance_jacobian - 0.37904; kp_distance - 1.25660; disc_gan - 0.35436
00000323) perceptual - 75.42378; gen_gan - 0.46123; feature_matching - 3.20205; equivariance_value - 0.19692; equivariance_jacobian - 0.38088; kp_distance - 1.24478; disc_gan - 0.35477
00000323) perceptual - 76.17521; gen_gan - 0.46029; feature_matching - 3.20861; equivariance_value - 0.19710; equivariance_jacobian - 0.38171; kp_distance - 1.24602; disc_gan - 0.35428
00000324) perceptual - 76.45820; gen_gan - 0.67708; feature_matching - 4.68969; equivariance_value - 0.19725; equivariance_jacobian - 0.38107; kp_distance - 1.23430; disc_gan - 0.21999
00000324) perceptual - 75.63033; gen_gan - 0.67698; feature_matching - 4.67410; equivariance_value - 0.19520; equivariance_jacobian - 0.37751; kp_distance - 1.22885; disc_gan - 0.22277
00000324) perceptual - 76.09705; gen_gan - 0.67705; feature_matching - 4.69093; equivariance_value - 0.19611; equivariance_jacobian - 0.37925; kp_distance - 1.23196; disc_gan - 0.21553
00000324) perceptual - 75.61832; gen_gan - 0.67538; feature_matching - 4.67126; equivariance_value - 0.19672; equivariance_jacobian - 0.38098; kp_distance - 1.23566; disc_gan - 0.22034
00000325) perceptual - 76.13010; gen_gan - 0.69915; feature_matching - 4.84510; equivariance_value - 0.19710; equivariance_jacobian - 0.38125; kp_distance - 1.24483; disc_gan - 0.18335
00000325) perceptual - 75.71865; gen_gan - 0.70422; feature_matching - 4.83702; equivariance_value - 0.19585; equivariance_jacobian - 0.38122; kp_distance - 1.24489; disc_gan - 0.18106
00000325) perceptual - 76.23243; gen_gan - 0.70758; feature_matching - 4.84305; equivariance_value - 0.19492; equivariance_jacobian - 0.37905; kp_distance - 1.23541; disc_gan - 0.18102
00000325) perceptual - 75.95406; gen_gan - 0.70349; feature_matching - 4.84617; equivariance_value - 0.19693; equivariance_jacobian - 0.37957; kp_distance - 1.22538; disc_gan - 0.18161
00000326) perceptual - 76.25053; gen_gan - 0.70347; feature_matching - 4.86668; equivariance_value - 0.19548; equivariance_jacobian - 0.37900; kp_distance - 1.24128; disc_gan - 0.18894
00000326) perceptual - 75.85461; gen_gan - 0.70306; feature_matching - 4.84511; equivariance_value - 0.19904; equivariance_jacobian - 0.38289; kp_distance - 1.22963; disc_gan - 0.18783
00000326) perceptual - 76.50651; gen_gan - 0.70607; feature_matching - 4.87233; equivariance_value - 0.19690; equivariance_jacobian - 0.38127; kp_distance - 1.22751; disc_gan - 0.18783
00000326) perceptual - 76.24776; gen_gan - 0.70383; feature_matching - 4.85871; equivariance_value - 0.19966; equivariance_jacobian - 0.38185; kp_distance - 1.22760; disc_gan - 0.18810
00000327) perceptual - 76.38935; gen_gan - 0.70698; feature_matching - 4.86371; equivariance_value - 0.19552; equivariance_jacobian - 0.37923; kp_distance - 1.24465; disc_gan - 0.18787
00000327) perceptual - 75.91205; gen_gan - 0.70737; feature_matching - 4.86819; equivariance_value - 0.19693; equivariance_jacobian - 0.37991; kp_distance - 1.23372; disc_gan - 0.18834
00000327) perceptual - 75.81612; gen_gan - 0.70441; feature_matching - 4.86806; equivariance_value - 0.19553; equivariance_jacobian - 0.37689; kp_distance - 1.23451; disc_gan - 0.19067
00000327) perceptual - 76.27346; gen_gan - 0.70108; feature_matching - 4.88056; equivariance_value - 0.19640; equivariance_jacobian - 0.37759; kp_distance - 1.23018; disc_gan - 0.18635
00000328) perceptual - 75.81590; gen_gan - 0.70433; feature_matching - 4.87454; equivariance_value - 0.19521; equivariance_jacobian - 0.37570; kp_distance - 1.26261; disc_gan - 0.18790
00000328) perceptual - 76.50381; gen_gan - 0.70421; feature_matching - 4.87914; equivariance_value - 0.19789; equivariance_jacobian - 0.38091; kp_distance - 1.26452; disc_gan - 0.19219
00000328) perceptual - 76.15576; gen_gan - 0.70059; feature_matching - 4.86706; equivariance_value - 0.19843; equivariance_jacobian - 0.38237; kp_distance - 1.27060; disc_gan - 0.18865
00000328) perceptual - 75.94500; gen_gan - 0.70388; feature_matching - 4.87743; equivariance_value - 0.19760; equivariance_jacobian - 0.37873; kp_distance - 1.26012; disc_gan - 0.18613
00000329) perceptual - 76.40904; gen_gan - 0.70242; feature_matching - 4.88834; equivariance_value - 0.19456; equivariance_jacobian - 0.37647; kp_distance - 1.25000; disc_gan - 0.18814
00000329) perceptual - 76.39874; gen_gan - 0.70530; feature_matching - 4.87731; equivariance_value - 0.19429; equivariance_jacobian - 0.37836; kp_distance - 1.24688; disc_gan - 0.18732
00000329) perceptual - 75.99085; gen_gan - 0.70606; feature_matching - 4.87850; equivariance_value - 0.19888; equivariance_jacobian - 0.38011; kp_distance - 1.25522; disc_gan - 0.18915
00000329) perceptual - 76.51337; gen_gan - 0.70384; feature_matching - 4.86794; equivariance_value - 0.19895; equivariance_jacobian - 0.38014; kp_distance - 1.25723; disc_gan - 0.18893
00000330) perceptual - 75.86673; gen_gan - 0.70842; feature_matching - 4.87877; equivariance_value - 0.19641; equivariance_jacobian - 0.38093; kp_distance - 1.25105; disc_gan - 0.18700
00000330) perceptual - 76.09731; gen_gan - 0.70487; feature_matching - 4.88424; equivariance_value - 0.19576; equivariance_jacobian - 0.37985; kp_distance - 1.25316; disc_gan - 0.18768
00000330) perceptual - 76.39452; gen_gan - 0.70702; feature_matching - 4.88512; equivariance_value - 0.19703; equivariance_jacobian - 0.38150; kp_distance - 1.24337; disc_gan - 0.18914
00000330) perceptual - 76.08221; gen_gan - 0.70267; feature_matching - 4.86915; equivariance_value - 0.19896; equivariance_jacobian - 0.38373; kp_distance - 1.24784; disc_gan - 0.18973
00000331) perceptual - 76.12667; gen_gan - 0.42859; feature_matching - 2.43967; equivariance_value - 0.19634; equivariance_jacobian - 0.38125; kp_distance - 1.25628; disc_gan - 0.46716
00000331) perceptual - 75.86437; gen_gan - 0.43207; feature_matching - 2.43388; equivariance_value - 0.19796; equivariance_jacobian - 0.38073; kp_distance - 1.26699; disc_gan - 0.46643
00000331) perceptual - 75.84338; gen_gan - 0.43243; feature_matching - 2.43626; equivariance_value - 0.19248; equivariance_jacobian - 0.37679; kp_distance - 1.26295; disc_gan - 0.46706
00000331) perceptual - 75.71894; gen_gan - 0.43370; feature_matching - 2.43660; equivariance_value - 0.19431; equivariance_jacobian - 0.37796; kp_distance - 1.26871; disc_gan - 0.46855
00000332) perceptual - 75.44511; gen_gan - 0.40478; feature_matching - 2.62426; equivariance_value - 0.19516; equivariance_jacobian - 0.38010; kp_distance - 1.24401; disc_gan - 0.39314
00000332) perceptual - 75.42910; gen_gan - 0.40364; feature_matching - 2.62322; equivariance_value - 0.19614; equivariance_jacobian - 0.37957; kp_distance - 1.24591; disc_gan - 0.39182
00000332) perceptual - 75.37003; gen_gan - 0.40659; feature_matching - 2.61284; equivariance_value - 0.19383; equivariance_jacobian - 0.37643; kp_distance - 1.23877; disc_gan - 0.39291
00000332) perceptual - 75.67236; gen_gan - 0.40684; feature_matching - 2.61778; equivariance_value - 0.19122; equivariance_jacobian - 0.37727; kp_distance - 1.25553; disc_gan - 0.39377
00000333) perceptual - 75.55668; gen_gan - 0.62424; feature_matching - 4.41814; equivariance_value - 0.19702; equivariance_jacobian - 0.37978; kp_distance - 1.23005; disc_gan - 0.26173
00000333) perceptual - 75.95168; gen_gan - 0.62091; feature_matching - 4.41844; equivariance_value - 0.19505; equivariance_jacobian - 0.37582; kp_distance - 1.23973; disc_gan - 0.25999
00000333) perceptual - 75.82387; gen_gan - 0.62201; feature_matching - 4.40453; equivariance_value - 0.19504; equivariance_jacobian - 0.37816; kp_distance - 1.24300; disc_gan - 0.26269
00000333) perceptual - 75.57214; gen_gan - 0.62392; feature_matching - 4.40548; equivariance_value - 0.19733; equivariance_jacobian - 0.37965; kp_distance - 1.23527; disc_gan - 0.26235
00000334) perceptual - 76.07578; gen_gan - 0.70670; feature_matching - 4.84971; equivariance_value - 0.19859; equivariance_jacobian - 0.38157; kp_distance - 1.26337; disc_gan - 0.17993
00000334) perceptual - 75.74780; gen_gan - 0.70697; feature_matching - 4.83711; equivariance_value - 0.19330; equivariance_jacobian - 0.37839; kp_distance - 1.26546; disc_gan - 0.18142
00000334) perceptual - 76.42200; gen_gan - 0.71081; feature_matching - 4.85853; equivariance_value - 0.19567; equivariance_jacobian - 0.38007; kp_distance - 1.26339; disc_gan - 0.18150
00000334) perceptual - 75.89344; gen_gan - 0.70437; feature_matching - 4.85149; equivariance_value - 0.19532; equivariance_jacobian - 0.37904; kp_distance - 1.27382; disc_gan - 0.18252
00000335) perceptual - 76.41317; gen_gan - 0.71082; feature_matching - 4.87662; equivariance_value - 0.19458; equivariance_jacobian - 0.37854; kp_distance - 1.27971; disc_gan - 0.17967
00000335) perceptual - 75.72201; gen_gan - 0.70853; feature_matching - 4.85972; equivariance_value - 0.19475; equivariance_jacobian - 0.37785; kp_distance - 1.27713; disc_gan - 0.18334
00000335) perceptual - 75.86853; gen_gan - 0.70921; feature_matching - 4.86182; equivariance_value - 0.19670; equivariance_jacobian - 0.37997; kp_distance - 1.28382; disc_gan - 0.18343
